Gene.set.ID	Gene.set.name	p.value	FDR	NES	phenotype	Gene list
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.970988991156831	1	0.707929454760619	1	PRIM1,SEC61A1,DCTN4,GMPR2,POLR2H,HCLS1,CETN2,SUPT4H1,ERCC5,MPC2,RPA3,NFX1,AGO4,PCNA,NELFCD,EDF1,BRF2,POM121,UPF3B,TAF13,ADRM1,GTF2H5,COX17,RFC4,ADA,RFC3,VPS28,POLR2I,GTF2B,SURF1,POLR2D,MRPL40,ERCC2,ELOA,PDE6G,POLR3C
HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	0.460218057307623	1	0.99349183578903	1	GPAT4,ACLY,DHRS7B,BAZ2A,ADIPOR2,ACOX1,ETFB,CYC1,GPHN,ACO2,ECHS1,ATP5PO,PEMT,SUCLG1,DRAM2,UQCR11,UQCRC1,COQ9,AK2,NDUFAB1,ARAF,JAGN1,STOM,CS
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.0411929254647176	1	1.36928019841399	1	ZAP70,IL2RB,HLA-DMB,WAS,HLA-DRA,TAP1,NCK1,HDAC9,UBE2D1,SOCS1,MAP3K7,IKBKB,PRF1,F2R,MAP4K1,HCLS1,TNF,IFNGR2,ST8SIA4,RARS1,PRKCB,FLNA,CD74,FAS,HLA-DMA,GBP2
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.78413597733711	1	-0.821677086985723	-1	PNPT1,IFI27,IFI44L,MOV10,IFIT2,ADAR,USP18,SAMD9,EIF2AK2,IFIT3,TENT5A,STAT2,TRIM25,HERC6,ISG15,CNP,SP110,SAMD9L,IFI44,TRAFD1,NMI,RSAD2,PLSCR1
HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.612663795473289	1	-0.909537833864763	-1	LRIG1,IGF1R,NADSYN1,SIAH2,DHRS3,PLAAT3,AFF1,AQP3,DYNLT3,SLC39A6,ADD3,TOB1,FKBP5,CD44,IL6ST,TMEM164,MYC
HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.913626865124464	1	-0.724711305623654	-1	NFIL3,AMPD3,SIAH2,PRKCA,TPST2,NOCT
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.789485359361136	1	0.830823374363102	1	GOSR2,HYOU1,ALDH18A1,DDIT4,CNOT2,WIPI1,NFYA,NOLC1,CKS1B
HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	0.214447327451998	1	1.25004624981487	1	IL2RB,ATP8B1,ADIPOR2
HALLMARK_HEME_METABOLISM%MSIGDBHALLMARK%HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	0.0763002010760285	1	-1.32364323083929	-1	RANBP10,CDR2,SYNJ1,KDM7A,RBM5,PICALM,ADIPOR1,LAMP2,TFDP2,TENT5C,HAGH,SLC30A1,FOXJ2,CDC27,MKRN1,MFHAS1,RCL1,AQP3,RNF19A,DCUN1D1,GCLM
HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	0.176035864089305	1	1.18906804922103	1	SGMS1,GOSR2,GLA,STX12,CLTA,VAMP3,DOP1A,YKT6,COG2,SCRN1,CD63,ARF1,YIPF6
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.208027282266527	1	-1.20465924842219	-1	PALS1,PTEN,MAPK14,GNAI1,AKT3,TSC1,GTF2F1
HALLMARK_PANCREAS_BETA_CELLS%MSIGDBHALLMARK%HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.413698205356797	1	-1.04544052943679	-1	ELP4,AKT3,SRPRB,DPP4
HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	0.186468754767977	1	1.20116834392245	1	DHPS,MTHFD1,FBP1,ACOX1,KARS1,CNDP2,CYP2E1,ALDH9A1,DHRS1,ACO2,SSR3,NINJ1,MAN1A1,PEMT,SLC35B1,FAS,UGDH
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0340940688298077	1	1.51334051379532	1	HBEGF,ADAM12,FLII,SCD,NOTCH1,OCEL1,SYNGR2,CDKN1A,MEF2C,CKMT2,HDAC5
HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.689119876537606	1	0.896866565642769	1	ABCF2,GSK3B,ACLY,GLA,NHERF1,SCD,ADIPOR2,DDIT4,P4HA1,NUFIP1,NUP205,SLA,YKT6,EGLN3,CDKN1A,PNO1
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.384012814323957	1	1.0389253428734	1	GINS2,GLA,NHERF1,EEIG1
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.585369236103086	1	0.945145064743392	1	SLC25A20,NDUFC2,TIMM50,MTRF1,ETFB,CYC1,ATP6V1C1,ACO2,ECHS1,MRPL35,ATP5PO,NDUFA2,SUCLG1,MFN2,NNT,GOT2,UQCR11,NDUFS8,UQCRC1,UQCRH,NDUFAB1,SUCLA2,ATP5MC3,ATP5F1D,COX17,NDUFA6,CS,ATP6V0B,ATP1B1,NDUFA3,GLUD1,NQO2,COX10,ATP5PB,ETFDH,PMPCA,ATP5MC2,SLC25A4,UQCRB,FH,COX5A,ATP5MG,RHOT1,NDUFB6,MTX2,SURF1,NDUFB8,OPA1,ATP6V1F,NDUFS3,COX4I1,OGDH,NDUFB2,NDUFB3,UQCR10,ATP6V0E1,ATP5F1E,MRPS15,CYCS,COX7C
HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.708812969611726	1	-0.849265285856082	-1	CAMKK2,SGK1,CDK6,PGM3,DHCR24,ARID5B,HMGCS1,APPBP2,ACSL3,RPS6KA3,TPD52,FKBP5
HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.675806344791046	1	0.882852399856556	1	HBEGF,HDAC9,ST6GAL1,STRN,BMP2,MAP4K1,AMMECR1,TPH1,CFH,MTMR10,USP12,ANKH,CDADC1,CLEC4A,DOCK2,WDR33,IKZF1
HALLMARK_BILE_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	0.0294488455676194	1	-1.54902745311014	-1	ABCD3,SLC27A5,ACSL5,EFHC1,DHCR24,ABCA5,LONP2,NPC1,GCLM,PEX19,PECR,HSD17B11,ATXN1,EPHX2,PEX13,PEX16
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.999222999222999	1	-0.608273813488193	-1	CTPS1,MCM5,TOMM70,HSPD1,LSM2,EIF2S2,EIF3D,ORC2,IMPDH2,EIF3B,PSMC4,ETF1,VDAC3,XPOT,CCT7,PTGES3,NCBP1,EIF2S1,HDAC2,MYC,COPS5,PCBP1,EIF4E,RANBP1,ABCE1,HNRNPD,STARD7,DEK,SRM
HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	0.66118018967334	1	0.853738533591518	1	VPS50,COQ8A,DTNB,ZBTB16,SLC16A7,CDKAL1
HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.406340378197998	1	-1.03036371325295	-1	ABCD3,CTPS1,ACSL5,DHRS3,DHCR24,VPS4B,IDE,LONP2,CTBP1,MSH2
HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.865754888342772	1	0.73036076997189	1	NOC4L,GRWD1,NOLC1,CDK4,PPRC1,NIP7,UTP20,MRTO4,DCTPP1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDBHALLMARK%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.990492489066362	1	-0.497013196263662	-1	HHEX,GCLM,OXSR1,SCAF4,FES,NDUFB4,NQO1
HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	0.930368234250222	1	0.732958979034341	1	CDK2,TAP1,PLCL1,GGH,YKT6,POLR2H,BMP2,ATP6V1C1,PRPF3,RPN1,PARP2
HALLMARK_IL2_STAT5_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	0.502025525202553	1	-0.974938479239367	-1	TNFRSF9,SNX9,LRIG1,IGF1R,TNFSF11,NFIL3,PHLDA1,IKZF2,DHRS3,CCR4,TTC39B,NOP2,TNFRSF1B
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION	0.401217887725975	1	-1.04331169952187	-1	DUSP14,USP11,LAMP2
SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM%BIOCYC%PWY-6358	SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM	0.0055766400743552	1	-1.7634296358145	-1	INPP1,PTEN,SYNJ1,BPNT2,SYNJ2
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7211	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.131036468330134	1	-1.36195430381005	-1	CTPS1,DHODH,NME7
SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS%BIOCYC%PWY-6371	SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS	0.21293004533228	1	-1.20677382820416	-1	PIK3C2A,PTEN,MTMR14,IP6K1,SYNJ1,SYNJ2
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)	0.772738313423278	1	0.833883007578147	1	NDUFC2,CYC1,NDUFA2,UQCR11,NDUFS8,UQCRC1,NDUFA8,UQCRH,NDUFAB1,NDUFA6,NDUFS2,NDUFA3,COX6C,UQCRB,COX5A,NDUFB6,NDUFB8,NDUFA1,NDUFS3,COX4I1,NDUFB2,NDUFB3,UQCR10
PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-841	PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.96275347745936	1	0.569564590640708	1	AK5,ADSS2,ATIC,NME1,AK2,GART
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS	0.700460134268688	1	-0.835373811844014	-1	ATPAF2,ATP6V1E1,ATP6V1B2
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS	0.0226311336717428	1	-1.62976103937811	-1	SC5D,ACAT1,SQLE,DHCR24,PMVK,HMGCS1
SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY0-162	SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.0519206170781813	1	-1.53101304399246	-1	CTPS1,DHODH,NME7
3-PHOSPHOINOSITIDE DEGRADATION%BIOCYC%PWY-6368	3-PHOSPHOINOSITIDE DEGRADATION	0.0568622532656723	1	-1.51536587002409	-1	PTEN,MTMR14,SYNJ1,SYNJ2
GLUCONEOGENESIS%BIOCYC%PWY66-399	GLUCONEOGENESIS	0.14681888946549	1	1.34192019776391	1	ALDOC,FBP1,PGAM1,GAPDH,ALDOA
PHOSPHOLIPASES%BIOCYC%LIPASYN-PWY	PHOSPHOLIPASES	0.643851747789439	1	0.849172374650763	1	PLCB2
SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION%BIOCYC%PWY66-401	SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION	0.415209891856273	1	-1.0441111575999	-1	ACAT1,NADSYN1,DHTKD1
TRNA CHARGING%BIOCYC%TRNA-CHARGING-PWY	TRNA CHARGING	0.442857142857143	1	1.00795851100644	1	QARS1,FARSA,KARS1,CARS1,DARS2,RARS1,WARS1,RARS2,LARS1,FARS2,SARS1
SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE%BIOCYC%PWY66-409	SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE	0.97404474610357	1	0.543274923637617	1	AK5,ADSS2
TCA CYCLE%BIOCYC%PWY66-398	TCA CYCLE	0.880934973784806	1	0.671568191838992	1	IDH3A,ACO2,SUCLG1,SUCLA2,CS,FH,OGDH
GLYCOLYSIS%BIOCYC%PWY66-400	GLYCOLYSIS	0.194789828749351	1	1.27540895964754	1	ALDOC,PGAM1,PKM,GAPDH,ALDOA
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	3-PHOSPHOINOSITIDE BIOSYNTHESIS	0.649314064097864	1	-0.849131130847084	-1	PIK3C2A
SUPERPATHWAY OF METHIONINE DEGRADATION%BIOCYC%PWY-5328	SUPERPATHWAY OF METHIONINE DEGRADATION	0.677581132367748	1	-0.82476625563987	-1	PCCB,BCKDHB,DLD
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN	0.955053572935122	1	0.606925147077864	1	BAD,PIK3CD,RAC1,SHC1,PTPN11,PLEC,YES1
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	ANDROGENRECEPTOR	0.979051575551332	1	0.651275764299677	1	GSK3B,SP1,PATZ1,GTF2F2,STAT3,PRMT1,TLE5,FLNA,PARP1,NELFCD,ZMIZ1,TMF1,RELA,CDC37,MDM2,CCNH,PNRC1,TCF4,RNF4,SF1,SLC25A4
CCR1%IOB%CCR1	CCR1	0.438641434592182	1	1.01899940798562	1	ZAP70,CCL3L3
CCR5%IOB%CCR5	CCR5	0.621913491285717	1	-0.870209617326904	-1	MAPK14,CHUK,GRB2,STAT1,PTPN6
CCR7%IOB%CCR7	CCR7	0.815614412032063	1	0.711516004301905	1	GSK3B,FOXO1
CCR9%IOB%CCR9	CCR9	0.854392198991819	1	0.677002617229401	1	GSK3B,FOXO1
CD40%IOB%CD40	CD40	0.618748082233814	1	-0.876949373929674	-1	MAPK14,CHUK,MAPK9,MYC,MAP2K1,PIK3R1,JUN,LCK
CXCR4%IOB%CXCR4	CXCR4	0.0968723510617488	1	1.32408521947192	1	ZAP70,WAS,GSK3B,DOK1,NCK1,BAD,IKBKB,ATF1
EGFR1%IOB%EGFR1	EGFR1	0.682099570693295	1	0.919647072502451	1	EPS15L1,CDK5,GSK3B,DOK1,CDK2,TYK2,PRKCI,CLTA,NCK1,SP1,SOCS1,PTPRE,BAD,ZDHHC5,PTPN1,ATF1,PIK3CD,ZFYVE16,PDZD11,VAV3,PEAK1,EPHA4,PKP2,MVP,FOXO1,STAT3,ARHGEF7,KHDRBS1,HIPK2,RPS6KA2,PRKCB,RBCK1,PGAM1,GIT2,ELMO2,CALCOCO2,LSR,CLTC,MAP2K5,RAC1,SHC1,PTPN11,RELA,PLEC,HUWE1,LPP,MTA2
EPO%IOB%EPO	EPO	0.916613927085131	1	-0.633506853336055	-1	SGK1,CRKL,RAF1
FAS%IOB%FAS	FAS	0.494327538883806	1	-0.974140066490367	-1	WEE1,STK24,RIPK1,CASP10,PKN2
G-CSF%IOB%G-CSF	G-CSF	0.135779313832926	1	1.31469710092751	1	CDK2,TYK2,GAB2,PRKCI,STAT3,REL,POM121,SHC1,PTPN11
GDNF%IOB%GDNF	GDNF	0.583414634146341	1	0.898524291781055	1	DOK1
GM-CSF%IOB%GM-CSF	GM-CSF	0.962536505515356	1	-0.631657291495067	-1	MAPK14,PRKCA,CHUK,CRKL,RAF1,TGFBR3,GRB2,MAPK9,STAT1,PTPN6,CSF2,FES,MAP2K1,PXN,PIK3R1,EZR,CBL
IFN-ALPHA%IOB%IFN-ALPHA	IFN-ALPHA	0.204793304590413	1	1.22085423854822	1	ZAP70,TYK2,MAP2K6,FOXO1,STAT3
IFN-GAMMA%IOB%IFN-GAMMA	IFN-GAMMA	0.0916974311644362	1	-1.42870987771018	-1	MAPK14,CEBPB,CRKL,RAF1,STAT1
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR	0.855651078980505	1	0.759188037644551	1	WAS,GSK3B,DOK1,SOCS1,WIPF1,MAD2L1,PRKCB,CLTC,SHC1,PTPN11,ATF2,RELA
LEPTIN%IOB%LEPTIN	LEPTIN	0.798895735969229	1	0.725976261914393	1	SP1,STAT3,KHDRBS1,PTPN11
M-CSF%IOB%M-CSF	M-CSF	0.441036468330134	1	-1.01396243434412	-1	RIPK1,PSTPIP2,GRB2
NOTCH%IOB%NOTCH	NOTCH	0.888304170503881	1	-0.705001979365484	-1	MAML3,EP300,MFNG,APH1B,SPEN,SNW1,HDAC2,LEF1,MAML1,KAT2B,ITCH,YY1
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	TGF_BETA_RECEPTOR	0.839861725291252	1	0.815302659995052	1	CDK2,CDC23,SP1,UBE2D1,TGFBR2,MAP3K7,MAP2K6,ZFYVE16,NFYA,MAP4K1,CDK4,CDKN1A,FOXO1,MEF2C
TIE1 TEK%IOB%TIE1 TEK	TIE1 TEK	0.731636885150587	1	-0.781035196492862	-1	MAPK14,RAF1,PAK1,FES,MAP2K1
TNFALPHA%IOB%TNFALPHA	TNFALPHA	0.981901594219521	1	0.719765408945827	1	PKN1,DOK1,TNFRSF11A,MCM7,MAP3K7,PDCD2,IKBKB,MAP2K6,TAB3,POLR2H,PSMD6,TNF,REL,IKBKE,FLNA,GTF2I,DCAF7,PSMD13,RASA3,MAP2K5,PTPN11,RELA,CDC37,TRAF6,POLR2L,DPF2,FBL,FAF1,USP2,MAPK8,CSNK2A1,CREBBP,FANCD2,PPP6C
TRAIL%IOB%TRAIL	TRAIL	0.496051090201413	1	-0.970352945307598	-1	MAPK14,RIPK1,CASP10
WNT%IOB%WNT	WNT	0.781273708168254	1	0.776625953120354	1	GSK3B,MAP3K7,AXIN1,PRKCB,SETDB1,RAC1,YES1,TCF4,MAPK8,APC,PPP2CA,ARRB2
PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY	0.0930987935543744	1	1.38294811642973	1	SGMS1,IL2RB,GAB2
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY	0.924208458762997	1	0.672023412372181	1	CDK2,SP1,CDKN1A,TRRAP,TOPBP1
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.988289541096392	1	-0.608812784554317	-1	PTEN,TADA2B,EP300,DDB2,CASP10,DGCR8,MSH2,DROSHA,RCHY1,HDAC2,RGCC,TIGAR,PRDM1,NFYB,BCL6
