Gene.set.ID	Gene.set.name	p.value	FDR	NES	phenotype	Gene list
REGULATION OF RHOA ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RHOA ACTIVITY	REGULATION OF RHOA ACTIVITY	0.526804726316229	1	0.943195261288452	1	VAV3,ARHGAP9,ARHGEF3,MYO9B,RHOA
NOTCH SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH SIGNALING PATHWAY	NOTCH SIGNALING PATHWAY	0.606404583253169	1	0.903537523567504	1	ADAM12,NOTCH1,PSENEN,DLL1,CDKN1A,NCSTN
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2 SIGNALING EVENTS MEDIATED BY STAT5	0.237576984729604	1	1.18764943683325	1	IL2RB,GAB2,SP1,PRF1,LTA,SHC1,PTPN11,STAT5A
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	ERBB2 ERBB3 SIGNALING EVENTS	0.992058829103728	1	-0.498709416793239	-1	USP8,RAF1,GRB2,RNF41,MAPK9
IL8- AND CXCR2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	0.960896192323786	1	-0.584626372729957	-1	ARRB1,PRKCA,PDPK1,RAB5A
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-MEDIATED SIGNALING EVENTS	0.453019842820546	1	0.998416794225063	1	IL2RB,CDK2,GAB2,SOCS1,STAT3,PRKCB,SHC1,PTPN11,STAT5A,IKZF3,RHOA,CISH,MAPK8,SOCS2,BCL2,KRAS
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS	0.113940960999785	1	1.31129797606958	1	IL2RB,TYK2,HLA-DRA,GZMB,SOCS1,MAP2K6,STAT6,STAT3,ATF2,RELA,CD247,CD3D,STAT5A,HLA-DRB1
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	INTEGRINS IN ANGIOGENESIS	0.278010351651697	1	-1.15686013341941	-1	PIK3C2A,IGF1R
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	SIGNALING EVENTS MEDIATED BY HDAC CLASS III	0.802105707272169	1	-0.737907229202354	-1	EP300,HDAC4,SIRT1
RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	0.110175667382633	1	-1.38832481779353	-1	HDAC3,MAPK14,EP300,PRKCA,NCOA3,NRIP1
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	0.606513314164271	1	0.884189833231181	1	EGLN1,EGLN3,NAA10,ELOC
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 TRANSCRIPTION FACTOR NETWORK	0.681587173733771	1	-0.832794917897774	-1	CEBPB,EP300,NCOA3,NRIP1
NONCANONICAL WNT SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NONCANONICAL WNT SIGNALING PATHWAY	NONCANONICAL WNT SIGNALING PATHWAY	0.889404291773752	1	0.666738619573138	1	MAP3K7,SETDB1,FLNA,RAC1,YES1,RHOA,MAPK8
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	0.642881241565452	1	0.870628732603843	1	HBEGF,PLCB2,STRN,GNB1
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	0.792131488918637	1	-0.791754567947121	-1	TLE1,EP300,TNIK,CTNNB1,CTBP1,XPO1,KRT1,HDAC2,LEF1,MYC
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO SIGNALING PATHWAY	0.60325404376784	1	-0.895889666546866	-1	MAPK14,CRKL,GRB2,STAT1,SH2B3,PTPN6,TEC,PIK3R1,CBL,SOCS3,SOS1
P38 MAPK SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 MAPK SIGNALING PATHWAY	P38 MAPK SIGNALING PATHWAY	0.209577508006827	1	-1.24044309862316	-1	MAP3K4,MAPK14,TAOK1,GADD45G,GADD45B
C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY	C-MYC PATHWAY	0.868050942357697	1	-0.694791741169259	-1	ZBTB17,SUPT3H,PAK2,SUPT7L
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	ENDOTHELINS	0.75627301370383	1	-0.794159664238865	-1	MAPK14,PRKCA,GNAI1,RAF1
NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	NEPHRIN NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	0.293953410843022	1	1.15066715557439	1	PRKCI,NCK1,BAD
LPA RECEPTOR MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA RECEPTOR MEDIATED EVENTS	LPA RECEPTOR MEDIATED EVENTS	0.534781687155574	1	0.944352663436347	1	HBEGF,GSK3B
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION	0.912186915887851	1	-0.693485516820846	-1	HDAC3,ZBTB17,EP300
SIGNALING EVENTS MEDIATED BY HDAC CLASS II%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS II	SIGNALING EVENTS MEDIATED BY HDAC CLASS II	0.658314350797267	1	0.862268609261187	1	HDAC7,HDAC9,RFXANK,GNB1,MEF2C,HDAC5
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	TGF-BETA RECEPTOR SIGNALING	0.991233644859813	1	-0.537543849733782	-1	TGFBRAP1,WWP1,TGFBR3,PDPK1,CTNNB1,GRB2
JNK SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%JNK SIGNALING IN THE CD4+ TCR PATHWAY	JNK SIGNALING IN THE CD4+ TCR PATHWAY	0.679010028981881	1	0.826018656318533	1	MAP3K7,MAP4K1,PRKCB,DBNL
ROLE OF CALCINEURIN-DEPENDENT NFAT SIGNALING IN LYMPHOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ROLE OF CALCINEURIN-DEPENDENT NFAT SIGNALING IN LYMPHOCYTES	ROLE OF CALCINEURIN-DEPENDENT NFAT SIGNALING IN LYMPHOCYTES	0.969196261682243	1	-0.612168795606398	-1	MAPK14,EP300,PRKCA
TCR SIGNALING IN NAIVE CD4+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD4+ T CELLS	TCR SIGNALING IN NAIVE CD4+ T CELLS	0.171329358579572	1	1.21549894085987	1	ZAP70,WAS,HLA-DRA,GAB2,NCK1,STK39,RASGRP2,IKBKB,MAP4K1,RASSF5,PRKCB,FLNA,DBNL,SHC1,PTPN11,CD247,CD3D,HLA-DRB1,RAP1A,TRAF6
VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS	VEGFR1 SPECIFIC SIGNALS	0.949939459730283	1	0.572474118645865	1	NCK1,PRKCB,PTPN11
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	0.245030589131861	1	1.17588108842758	1	CSNK1G2,GSK3B
INSULIN PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN PATHWAY	INSULIN PATHWAY	0.542420766420257	1	0.93951092120728	1	DOK1,PRKCI,NCK1,EXOC6,PTPN1
EPHA2 FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA2 FORWARD SIGNALING	EPHA2 FORWARD SIGNALING	0.895715290127797	1	0.63249721563049	1	VAV3,RAC1,SHC1,RHOA
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ERBB1 DOWNSTREAM SIGNALING	0.988567475560248	1	-0.62257763068561	-1	PRKCA,CAPN2,IQGAP1,RAF1,PDPK1,MAP3K2,GRB2,RAB5A,MAPK9,STAT1,RPS6KA3,EGR1,RICTOR,BRAF
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	0.259642580293729	1	1.17423616726783	1	CDK5,ABL1,KATNA1,RAC1,PAFAH1B3,RHOA,CSNK2A1
SIGNALING EVENTS MEDIATED BY PRL%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PRL	SIGNALING EVENTS MEDIATED BY PRL	0.302262953530124	1	1.14457712790099	1	ITGA1,CDK2
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	EPHRIN B REVERSE SIGNALING	0.344826154644525	1	1.1075940055013	1	PTPN13,MAP3K7,RAC1,YES1,MAPK8
VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM	VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM	0.818045175566782	1	0.721060395245843	1	ITGA1
ARF6 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 SIGNALING EVENTS	ARF6 SIGNALING EVENTS	0.952345266232394	1	-0.56235441503334	-1	ARRB1,CYTH2,ACAP1,GNA15,PXN
P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK	P73 TRANSCRIPTION FACTOR NETWORK	0.629124953652206	1	-0.893262431710565	-1	FBXO45,HSF1,MAPK14,EP300,CDK6,FLOT2,HAGH,SIRT1
CXCR3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR3-MEDIATED SIGNALING EVENTS	CXCR3-MEDIATED SIGNALING EVENTS	0.441736335635438	1	-1.01309746321597	-1	ARRB1,MAPK14,GNAI1,RAF1,PDPK1
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-MEDIATED SIGNALING EVENTS	0.714578240247393	1	0.809830282528982	1	GAB2,SHC1,PTPN11,PIM1,STAT5A,CISH
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	THROMBOXANE A2 RECEPTOR SIGNALING	0.457536749086583	1	0.998095307065609	1	PLCB2,NHERF1,GNB5,TGM2,GNB1,PIK3CG,PRKCB,RAC1,GNAI2,YES1,RHOA
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	A6B1 AND A6B4 INTEGRIN SIGNALING	0.879871126112304	1	-0.668746923227169	-1	PRKCA,GRB2,ITGB1,PIK3R1,YWHAQ,YWHAE,CASP7
MTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%MTOR SIGNALING PATHWAY	MTOR SIGNALING PATHWAY	0.59636525150831	1	-0.913494666263051	-1	RRAGC,ATG13,SGK1,PRKCA,ULK2,TSC1,RAF1,CLIP1,PDPK1,RRAGB,RRN3,RICTOR,BRAF,EIF4B,EIF4E
DIRECT P53 EFFECTORS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DIRECT P53 EFFECTORS	DIRECT P53 EFFECTORS	0.985470275066548	1	0.642848268637998	1	TAP1,TP53BP2,COP1,SP1,DDIT4,NFYA,CDKN1A,TRRAP,PRMT1,PLK3,TP53INP1,PRKAB1,PCNA
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	0.772661569477728	1	-0.776044364510929	-1	IGF1R,IQGAP1,GNA13,CTNNB1,RAB5A
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	AURORA A SIGNALING	0.7558122532534	1	0.778476729844935	1	GSK3B,ARHGEF7,MDM2,AURKAIP1,CDC25B,GADD45A,TDRD7
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	CD40 CD40L SIGNALING	0.826676556734756	1	-0.734028416176656	-1	MAPK14,MAPK9,TNFAIP3,MYC,TDP2,PIK3R1,BIRC2,JUN
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	LKB1 SIGNALING EVENTS	0.902822328088523	1	-0.659708108141637	-1	CRTC2
TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	0.58436248682824	1	0.908781867349852	1	CDK5,RUSC1,MAP2K6,MEF2C
TNF RECEPTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TNF RECEPTOR SIGNALING PATHWAY	TNF RECEPTOR SIGNALING PATHWAY	0.326862667644791	1	-1.09677476542357	-1	NSMAF,RIPK1,CHUK,SQSTM1,TNFRSF1B,TNIK,MAP4K5,MADD,STAT1,TNFAIP3
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	0.847504230118443	1	-0.696156809410126	-1	CEBPB,BDH1,HMGCS1,ALAS1,ACADM
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 SIGNALING EVENTS	0.673724091820816	1	-0.86641412791491	-1	LIMK2,MAPK14,PAK2,IQGAP1,EXOC7,RAF1,DLG1,CTNNB1,MAPK9
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-MEDIATED SIGNALING EVENTS	0.437136179220321	1	1.00474089621951	1	PLCB2,HLA-DRA,SSH1,BAD,GNB1,MAPKAP1,PIK3CG,FOXO1,STAT3,RAC1,GRK6,GNAI2,PTPN11,CD247,CD3D,STAT5A,HLA-DRB1,YES1
P38 SIGNALING MEDIATED BY MAPKAP KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 SIGNALING MEDIATED BY MAPKAP KINASES	P38 SIGNALING MEDIATED BY MAPKAP KINASES	0.721431179262505	1	-0.794637219201598	-1	MAPK14,RAF1
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	0.328901966595398	1	1.09798118202983	1	GSK3B,NOTCH1,PSENEN,DLL1,MAP3K7,NCSTN,TLE5,AXIN1
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	0.887408419694036	1	-0.690095737740048	-1	EP300,DHRS3,CHUK,FLOT2,WWP1
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-GAMMA PATHWAY	0.726759282072665	1	-0.81606609547155	-1	CEBPB,EP300,CRKL,CAMK2G,STAT1
ARF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF1 PATHWAY	ARF1 PATHWAY	0.0925960676382894	1	1.43669949348408	1	KDELR1,GOSR2,CLTA,ARFIP2,ARF1
IL1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL1-MEDIATED SIGNALING EVENTS	IL1-MEDIATED SIGNALING EVENTS	0.137293353576248	1	1.31512574234869	1	PRKCI,TOLLIP,MAP3K7,IKBKB,UBE2V1,MAP2K6,IRAK4
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	0.863696931561609	1	-0.750656699779053	-1	MAPK14,SGK1,EP300,PCK2,IL2,ICAM1,MAPK9,STAT1,FKBP5,POMC,EGR1,HDAC2
INTERNALIZATION OF ERBB1%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTERNALIZATION OF ERBB1	INTERNALIZATION OF ERBB1	0.373455029473284	1	-1.06488530360075	-1	LRIG1,SYNJ1,ZFYVE28,USP8,RAF1,GRB2,RAB5A
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	E2F TRANSCRIPTION FACTOR NETWORK	0.503981308411215	1	-0.967387408368673	-1	XRCC1,PRMT5,CBX5,EP300,TFDP2,SIRT1,MYC,RBBP4,POLA1,KAT2B,RANBP1,RBL1
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	CANONICAL NF-KAPPAB PATHWAY	0.840332115322072	1	-0.71614137592251	-1	PRKCA,CHUK,XPO1,TNFAIP3,ERC1,BCL10,BIRC2
TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS	TCR SIGNALING IN NAIVE CD8+ T CELLS	0.758112475759535	1	0.816453692076097	1	ZAP70,RASGRP2,IKBKB,PRF1,RASSF5,PRKCB,SHC1,CD247,CD3D,RAP1A,TRAF6
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	REGULATION OF TELOMERASE	0.976352224478494	1	-0.623023493905076	-1	SMG6,ZNFX1,BLM,IL2
REGULATION OF RETINOBLASTOMA PROTEIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RETINOBLASTOMA PROTEIN	REGULATION OF RETINOBLASTOMA PROTEIN	0.653071816274896	1	0.881846244623184	1	CBX4,ATF7,CDK2,ABL1,CEBPD,CDK4,UBTF,CDKN1A,MEF2C,AATF
REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING	REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING	0.779591601292109	1	-0.753907170882103	-1	TGFBRAP1
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	0.305451411333764	1	1.10377714515008	1	HDAC7,EGLN1,SP1,SMAD3,FECH,NCOA2,EGLN3
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	REELIN SIGNALING PATHWAY	0.11441619097042	1	1.39597040604904	1	CDK5,GSK3B
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY	0.168897667996318	1	-1.2986228028631	-1	RIPK1,CHUK,CASP10
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	SIGNALING EVENTS MEDIATED BY TCPTP	0.513304684688499	1	0.959575982546974	1	ITGA1,PTPN1,STAT6,STAT3,RAB4A,SHC1,STAT5A
BMP RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BMP RECEPTOR SIGNALING	BMP RECEPTOR SIGNALING	0.176058839507721	1	1.27858186325241	1	GSK3B,MAP3K7,ZFYVE16,BMP2,SMURF1,PPP1CA,XIAP,SMURF2,CTDSP1,CTDSP2,BMPR2
TCR%NETPATH%TCR	TCR	0.789014480075508	1	0.863966030112172	1	ZAP70,WAS,GSK3B,DOK1,ACLY,GAB2,HDAC7,PSTPIP1,NCK1,STK39,IKBKB,SLA,VAV3,TUBB,WIPF1,ARHGEF7,KHDRBS1,MSL2,GOLGA5,MTMR10,PGAM1,GIT2,UNC119,FCRL3,CLTC,SHC1,PTPN11,ATF2,RELA,CD3D
BCR%NETPATH%BCR	BCR	0.889060024643549	1	0.754259672196892	1	ZAP70,GSK3B,DOK1,CDK2,NCK1
IL1%NETPATH%IL1	IL1	0.368775889762448	1	1.06578591208916	1	DOK1,IKBKB,UBE2V1,MAP2K6,TAB3,IRAK4,REL,ATF2,RELA,TRAF6,MYD88,MAPK8,PPP6C
IL2%NETPATH%IL2	IL2	0.851413500730182	1	0.770235599190447	1	IL2RB,CDK2,GAB2
IL3%NETPATH%IL3	IL3	0.0912805097483012	1	1.38064642604864	1	GSK3B,DOK1,GAB2,BAD,ATF1,PIK3CD,FOXO1,PRKCB
IL4%NETPATH%IL4	IL4	0.540104574609962	1	0.941399335428291	1	TYK2,SOCS1,BAD,IKBKB,PIK3CD,SND1,STAT3,SHC1,PTPN11,ATF2
IL5%NETPATH%IL5	IL5	0.461936390343594	1	0.994897823507473	1	IL2RB,GSK3B,SOCS1,HCLS1,STAT3,UNC119,SHC1,PTPN11,ATF2
IL6%NETPATH%IL6	IL6	0.524806100784263	1	0.955642954037906	1	GSK3B,TYK2,GAB2,MAP3K7,BAD,MAP2K6,FOXO1,STAT3
IL-7%NETPATH%IL-7	IL-7	0.116097845564029	1	1.38272868285133	1	GSK3B,BAD,FOXO1,STAT3,SHC1
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN	0.987491969920266	1	-0.534808821782398	-1	MAPK14,PRKCA
RANKL%NETPATH%RANKL	RANKL	0.127879940815895	1	-1.36972580220599	-1	TNFSF11,MAPK14,CHUK,ATP6V1E1,SQSTM1
LEPTIN%NETPATH%LEPTIN	LEPTIN	0.46651352946135	1	0.992635979473849	1	CDK5,GSK3B,IKBKB,KHDRBS1,RPS6KA2
TSH%NETPATH%TSH	TSH	0.336437921152506	1	-1.11912679695742	-1	IGF1R,GNAI1,GNA13,RAF1
TSLP%NETPATH%TSLP	TSLP	0.376391554702495	1	-1.07192633089408	-1	MAPK14,MAPK9,STAT1,STAT4,EIF4E,NFKB2,MAP2K1
NOTCH%NETPATH%NOTCH	NOTCH	0.595663627921081	1	-0.903197057962956	-1	MAML3,EP300,MFNG,APH1B,SPEN,SNW1,HDAC2,LEF1,MAML1,KAT2B
EGFR1%NETPATH%EGFR1	EGFR1	0.703752499705917	1	0.909854210444382	1	EPS15L1,CDK5,GSK3B,DOK1,CDK2,TYK2,PRKCI,CLTA,STAMBP,NCK1,SP1,SOCS1,PTPRE,BAD,ZDHHC5,PTPN1,ATF1,PIK3CD,ZFYVE16,PDZD11,EPHA4,PKP2,MVP,FOXO1,ARHGEF7,KHDRBS1,HIPK2,RPS6KA2
ID%NETPATH%ID	ID	0.804296834457706	1	0.727823913836526	1	CDK2
KITRECEPTOR%NETPATH%KITRECEPTOR	KITRECEPTOR	0.802956030897207	1	-0.785462486664428	-1	MAPK14,SOCS5,SOCS4,EP300,PRKCA,CRKL,RDX
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	TGF_BETA_RECEPTOR	0.45583765421062	1	0.997071260475178	1	GSK3B,CDC23,SP1,UBE2D1,TGFBR2,MAP2K6,ZFYVE16,NFYA,MAP4K1,CDK4,CDKN1A,FOXO1,MEF2C,SMURF1,RUNX1
